Cmpd_ID,SMILES,Affinity
CatS_342,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc6c(c5)CCN(C6)C7CC7)Cl)C1,0.2
CatS_343,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5cccc(c5)CNCCCO)Cl)C1,0.5
CatS_344,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5cccc(c5)CNc6ccccc6)Cl)C1,1.61
CatS_345,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc6c(c5)CCN(C6)C7CC7)Cl)CN(CC3)S(=O)(=O)C,0.22
CatS_346,c1cc(cc(c1)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)CNCc6cccc(c6)Cl,0.14
CatS_347,c1cc(cc(c1)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)CNCc6ccc(cc6)Cl,0.2
CatS_348,c1ccc(c(c1)CNCc2cccc(c2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N)F,0.25
CatS_349,c1cc(cc(c1)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)CNCc6cccc(c6)F,0.19
CatS_350,c1cc(cc(c1)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)CNCc6ccc(cc6)F,0.19
CatS_351,CN1CCc2cc(ccc2C1)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCOCC6)CCN(C5)S(=O)(=O)C,0.39
CatS_352,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc6c(c5)CCN(C6)C)Cl)CN(CC3)S(=O)(=O)C,0.4
CatS_353,CC(C)CNCc1cccc(c1)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCOCC5)CCN(C4)S(=O)(=O)C,0.44
CatS_354,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5cccc(c5)CNCc6ccccn6)Cl)C1,0.15
CatS_355,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5cccc(c5)CNCc6cccnc6)Cl)C1,0.37
CatS_356,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5cccc(c5)CNCc6ccncc6)Cl)C1,0.33
CatS_357,CC(C)CN1CCc2cc(ccc2C1)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCOCC6)CCN(C5)S(=O)(=O)C,0.53
CatS_358,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)CCc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)CN(CC3)C(=O)N,0.057
CatS_359,COC(=O)CNCc1cccc(c1)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCOCC5)CCN(C4)S(=O)(=O)C,0.55
CatS_360,CS(=O)(=O)c1ccc(cc1)CNCc2cccc(c2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCOCC6)CCN(C5)S(=O)(=O)C,0.53
CatS_361,CCOC(=O)CN1CCc2cc(ccc2C1)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCOCC6)CCN(C5)S(=O)(=O)C,0.37
CatS_362,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc6c(c5)CCN(C6)CC=C)Cl)C1,0.3
CatS_363,C[C@H]1COCCN1C[C@H](Cn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)CN(CC3)C(=O)C(=O)N)O,0.045
CatS_364,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5cccc(c5)CNCC6CCOCC6)Cl)C1,0.52
CatS_365,CN(Cc1ccccc1)Cc2cccc(c2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCOCC6)CCN(C5)S(=O)(=O)C,0.58
CatS_366,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5cccc(c5)CNCC(=O)O)Cl)C1,0.14
CatS_367,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CNCc6ccccc6)Cl)Cl)CN(CC3)S(=O)(=O)C,0.03
CatS_368,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc(c(c5)CNCc6ccccc6)Cl)Cl)C1,0.05
CatS_369,C[C@H]1COCCN1C[C@H](Cn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)CN(CC3)S(=O)(=O)C)O,0.12
CatS_370,CC(C)CNCc1cccc(c1)CCc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCOCC5)CCN(C4)S(=O)(=O)C,0.64
CatS_371,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)CCc5cccc(c5)CNCC6CCOCC6)Cl)C1,0.69
CatS_372,Cc1ccccc1CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N,0.085
CatS_373,COc1ccccc1CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N,0.1
CatS_374,COc1cccc(c1)CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N,0.085
CatS_375,c1cc(ccc1CNCc2ccc(cc2)Cl)C#Cc3cc(ccc3Cl)c4c5c(n(n4)C[C@@H](CN6CCSCC6)O)CCN(C5)C(=O)C(=O)N,0.075
CatS_376,c1cc(ccc1CNCc2ccc(cc2)Cl)C#Cc3cc(ccc3Cl)c4c5c(n(n4)C[C@@H](CN6CCSCC6)O)CCN(C5)C(=O)N,0.11
CatS_377,CS(=O)(=O)N1CCc2c(c(nn2C[C@@H](CN3CCSCC3)O)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)C1,0.12
CatS_378,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)CCc5cccc(c5)CNCc6ccccc6)Cl)C1,0.64
CatS_379,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCS(=O)CC3)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)C1,0.28
CatS_380,COc1ccc(cc1)CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N,0.11
CatS_381,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CNCc6ccccn6)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.01
CatS_382,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc(c(c5)CNCc6ccccc6)F)Cl)C1,0.21
CatS_383,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CNCc6ccccc6)F)Cl)CN(CC3)S(=O)(=O)C,0.21
CatS_384,COC(=O)[C@H]1Cc2ccc(cc2CN1)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCOCC6)CCN(C5)S(=O)(=O)C,0.09
CatS_385,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc6c(c5)CN[C@H](C6)C(=O)N7CCOCC7)Cl)C1,0.96
CatS_386,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc6c(c5)CN[C@H](C6)C(=O)N7CCCC7)Cl)C1,0.65
CatS_387,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc6c(c5)CN[C@H](C6)C(=O)N)Cl)C1,0.2
CatS_388,c1ccc(c(c1)CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N)F,0.18
CatS_389,c1cc(cc(c1)F)CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N,0.13
CatS_390,c1cc(ccc1CNCc2ccc(cc2)F)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N,0.13
CatS_391,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc6c(c5)CN[C@H](C6)CO)Cl)C1,0.19
CatS_392,C[C@H]1COC[C@@H](N1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)CN(CC3)C(=O)C(=O)N)C,0.04
CatS_393,c1ccnc(c1)CNCc2cc(ccc2Cl)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N,0.02
CatS_394,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc(c(c5)Cl)CNCc6ccccc6)Cl)C1,0.27
CatS_395,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc(c(c5)Cl)CNCc6ccc(cc6)Cl)Cl)C1,0.3
CatS_396,C[C@H]1COCCN1C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)CN(CC3)C(=O)C(=O)N)O,0.065
CatS_397,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CNCCO)Cl)Cl)CN(CC3)S(=O)(=O)C,0.05
CatS_398,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCSCC3)O)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)C1,0.13
CatS_399,c1cc(ccc1COCC2CCNCC2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N,0.13
CatS_400,CN(C)c1ccc(cc1)CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N,0.19
CatS_401,CC(C)Oc1ccc(cc1)CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N,0.27
CatS_402,c1cc(ccc1CNCc2ccc(cc2)OC(F)F)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N,0.23
CatS_403,c1cc(ccc1CN2CCC(CC2)N3C[C@@H](CC3=O)O)C#Cc4cc(ccc4Cl)c5c6c(n(n5)CCCN7CCSCC7)CCN(C6)C(=O)N,1.01
CatS_404,CSc1ccc(cc1)CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N,0.095
CatS_405,c1cc(ccc1CNCc2ccc(cc2)N)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCSCC6)CCN(C5)C(=O)N,0.1
CatS_406,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CNCc6ccccc6)Cl)Cl)CN(CC3)C(=O)N,0.02
CatS_407,c1cc(ccc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)C(=O)N6CCCC6,0.73
CatS_408,c1cc(ccc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)C(=O)N6CC[C@H](C6)O,0.5
CatS_409,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CNCC(=O)O)Cl)Cl)CN(CC3)C(=O)N,0.015
CatS_410,c1cc(ccc1CNCc2ccc(cc2)Cl)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6C[C@@H]7COC[C@@H]7C6)CCN(C5)C(=O)N,0.05
CatS_411,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)C(=O)N)C(=O)NC[C@@H]6CCCN6)Cl,0.025
CatS_412,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)C(=O)NCCCO)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.02
CatS_413,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CNCC(C)(C)O)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.025
CatS_414,CNCCCNC(=O)c1cc(ccc1Cl)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)C(=O)N,0.02
CatS_415,CCNCc1cc(ccc1Cl)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCOC[C@@H]5C)CCN(C4)C(=O)C(=O)N,0.015
CatS_416,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)C(=O)N)C(=O)N6CCCC6)Cl,0.16
CatS_417,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)C(=O)N)C(=O)N6CCNCC6)Cl,0.14
CatS_418,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)C(=O)N)C(=O)N6CCCNCC6)Cl,0.15
CatS_419,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)C(=O)N6CCCC6)Cl,0.26
CatS_420,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)C(=O)N6CCCNCC6)Cl,0.17
CatS_421,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)C(=O)N6CCCC6)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.19
CatS_422,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)C(=O)N6CCNCC6)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.14
CatS_423,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)C(=O)N6CCCNCC6)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.17
CatS_424,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)C(=O)NCCCN(C)C(=O)OC(C)(C)C)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.045
CatS_425,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)C(=O)NCCCNC)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.035
CatS_426,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)C(=O)NCCCNC(=O)OC(C)(C)C)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.02
CatS_427,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)C(=O)N)C(=O)NC[C@@H]6CCNC6)Cl,0.015
CatS_428,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)C(=O)NC[C@@H]6CCNC6)Cl,0.035
CatS_429,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)C(=O)NC[C@@H]6CCNC6)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.02
CatS_430,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)C(=O)NCCN6CCOCC6)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.03
CatS_431,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CN(CCO)CCO)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.025
CatS_432,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)COCCCO)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.04
CatS_433,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CN6CCOCC6)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.04
CatS_434,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CNC6CC6)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.03
CatS_435,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CNC6CCCC6)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.01
CatS_436,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)C(=O)N)C(=O)NCCN6CCOCC6)Cl,0.07
CatS_437,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)C(=O)C(=O)N)C(=O)NCCN6CCOCC6)Cl,0.03
CatS_438,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)C(=O)C(=O)N)CNC6CCCC6)Cl,0.01
CatS_439,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)C(=O)N)CNC6CC6)Cl,0.03
CatS_440,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCCCC3)c4ccc(c(c4)C#Cc5ccc(c(c5)CNC6CCCC6)Cl)Cl)C1,0.04
CatS_441,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)C(=O)NCC6CNC6)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.03
CatS_442,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)CNC6CCCC6)Cl,0.025
CatS_443,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)C(=O)C(=O)N)CNC6CC6)Cl,0.025
CatS_444,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)C(=O)C(=O)N)CN6CCOCC6)Cl,0.025
CatS_445,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCCCC3)c4ccc(c(c4)C#Cc5ccc(c(c5)CNC6CC6)Cl)Cl)C1,0.045
CatS_446,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCCCC3)c4ccc(c(c4)C#Cc5ccc(c(c5)CN6CCOCC6)Cl)Cl)C1,0.075
CatS_447,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)CNC6CC6)Cl,0.04
CatS_448,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)CN6CCOCC6)Cl,0.04
CatS_449,CCCNCc1cc(ccc1Cl)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCOC[C@@H]5C)CCN(C4)C(=O)C(=O)N,0.02
CatS_450,c1cc(ccc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)C(=O)NCCN6CCOCC6,0.045
CatS_451,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)C(=O)NC[C@@H]6CCCN6)Cl)CN(CC3)C(=O)C(=O)N,0.03
CatS_452,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCCCC3)c4ccc(c(c4)C#Cc5ccc(cc5)C(=O)NC[C@@H]6CCCN6)Cl)C1,0.1
CatS_453,CNCCCNC(=O)c1ccc(cc1)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N,0.075
CatS_454,CNCCCNC(=O)c1ccc(cc1)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)S(=O)(=O)C,0.06
CatS_455,CN(C)Cc1cc(ccc1Cl)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N,0.03
CatS_456,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CN(C)C)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.012
CatS_457,CN(C)Cc1cc(ccc1Cl)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)S(=O)(=O)C,0.04
CatS_458,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)CO)Cl)CN(CC3)C(=O)C(=O)N,0.02
CatS_459,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CNC(C)C)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.02